
[00:00:00.000 --> 00:00:01.400]   Message publicitaire.
[01:39:59.580 --> 01:40:00.340]   qui est très bien écrite
[01:40:00.340 --> 01:40:01.360]   qui est très bien interprétée
[01:40:01.360 --> 01:40:02.000]   et puis
[01:40:02.000 --> 01:40:03.020]   ouais qu'il y a des petites surprises
[01:40:03.020 --> 01:40:04.020]   de la vie de tous les jours
[01:40:04.020 --> 01:40:05.260]   il y a des guests
[01:40:05.260 --> 01:40:05.620]   c'est très quotidien
[01:40:05.620 --> 01:40:06.300]   j'ai pas envie de spoiler
[01:40:06.300 --> 01:40:07.060]   mais il y a des guests
[01:40:07.060 --> 01:40:08.080]   un peu inattendus
[01:40:08.080 --> 01:40:08.960]   comme ça d'ici de là
[01:40:08.960 --> 01:40:09.580]   on peut dire
[01:40:09.580 --> 01:40:11.340]   qu'il y a Agnès Jaoui
[01:40:11.340 --> 01:40:12.200]   ok bon voilà
[01:40:12.200 --> 01:40:12.640]   il y a des guests
[01:40:12.640 --> 01:40:13.140]   inattendus
[01:40:13.140 --> 01:40:14.220]   qu'il y a Agnès Jaoui
[01:40:14.220 --> 01:40:16.340]   c'est un épisode 2 déjà
[01:40:16.340 --> 01:40:17.080]   toi t'étais un peu comme
[01:40:17.080 --> 01:40:17.520]   ouais c'est
[01:40:17.520 --> 01:40:18.840]   Spider-Man ou No Way Home
[01:40:18.840 --> 01:40:19.420]   c'est un coup
[01:40:19.420 --> 01:40:20.300]   oh putain il y a Agnès Jaoui
[01:40:20.300 --> 01:40:20.940]   t'as vu le film
[01:40:20.940 --> 01:40:21.600]   c'est vrai
[01:40:21.600 --> 01:40:22.800]   c'est vrai que je m'attendais
[01:40:22.800 --> 01:40:23.580]   pas du tout à la voir
[01:40:23.580 --> 01:40:24.400]   je t'attends pas du tout
[01:40:24.400 --> 01:40:25.200]   à la trouver là
[01:40:25.200 --> 01:40:26.520]   bah du coup
[01:40:26.520 --> 01:40:27.160]   voilà
[01:40:27.160 --> 01:40:28.960]   donc voilà
[01:40:28.960 --> 01:40:30.280]   c'est de la comédie un peu
[01:40:30.280 --> 01:40:30.740]   pas tant
[01:40:30.740 --> 01:40:31.960]   c'est de la comédie romantique
[01:40:31.960 --> 01:40:32.640]   ok d'accord
[01:40:32.640 --> 01:40:32.920]   ouais
[01:40:32.920 --> 01:40:33.340]   ok
[01:40:33.340 --> 01:40:34.560]   ou ça tchatche
[01:40:34.560 --> 01:40:35.760]   ça tchatche beaucoup par contre
[01:40:35.760 --> 01:40:36.820]   ça tchatche ça mange
[01:40:36.820 --> 01:40:37.860]   et ouais ouais ouais
[01:40:37.860 --> 01:40:38.720]   c'est la France
[01:40:38.720 --> 01:40:39.840]   ça tchatche ça mange
[01:40:39.840 --> 01:40:41.300]   c'est le banquier d'Astérix
[01:40:41.300 --> 01:40:41.780]   alors
[01:40:41.780 --> 01:40:43.460]   Sébastien
[01:40:43.460 --> 01:40:44.100]   ouais
[01:40:44.100 --> 01:40:44.520]   et
[01:40:44.520 --> 01:40:45.980]   alors
[01:40:45.980 --> 01:40:46.380]   à part
[01:40:46.380 --> 01:40:48.040]   parce que je joue dans Hippocampe
[01:40:48.040 --> 01:40:50.520]   on a dit que je joue dans Hippocampe
[01:40:50.520 --> 01:40:51.040]   on l'a dit
[01:40:51.040 --> 01:40:52.680]   on l'a dit dès l'intro Sébastien
[01:40:52.680 --> 01:40:53.160]   on l'a dit dès l'intro
[01:40:53.160 --> 01:40:54.600]   j'ai l'impression qu'on l'a exclu de cette histoire
[01:40:54.600 --> 01:40:55.160]   pas du tout
[01:40:55.160 --> 01:40:55.740]   pas du tout
[01:40:55.740 --> 01:40:56.520]   non non
[01:40:58.960 --> 01:40:59.320]   du casting
[01:40:59.320 --> 01:41:00.460]   il y a Alison Chassagne
[01:41:00.460 --> 01:41:01.200]   il y a Alison Chassagne
[01:41:01.200 --> 01:41:01.880]   et Omar Mébouki
[01:41:01.880 --> 01:41:02.340]   exactement
[01:41:02.340 --> 01:41:03.160]   et
[01:41:03.160 --> 01:41:04.700]   il joue sa soeur
[01:41:04.700 --> 01:41:05.900]   j'ai une anecdote sur Hippocampe
[01:41:05.900 --> 01:41:06.320]   je peux la raconter
[01:41:06.320 --> 01:41:07.000]   c'est trop cher
[01:41:07.000 --> 01:41:07.880]   non pas du tout
[01:41:07.880 --> 01:41:09.300]   je cherche à une recommandation
[01:41:09.300 --> 01:41:10.100]   ce qui est
[01:41:10.100 --> 01:41:11.280]   j'en profite
[01:41:11.280 --> 01:41:12.280]   parce que
[01:41:12.280 --> 01:41:12.620]   il faut savoir
[01:41:12.620 --> 01:41:14.340]   je peux raconter comment j'ai eu le rôle
[01:41:14.340 --> 01:41:16.060]   on était tous les deux
[01:41:16.060 --> 01:41:17.280]   jurés au festival de Brest
[01:41:17.280 --> 01:41:18.780]   international du court métrage
[01:41:18.780 --> 01:41:20.740]   on était dans un taxi
[01:41:20.740 --> 01:41:22.580]   qui devait nous amener à une séance
[01:41:22.580 --> 01:41:24.960]   en plus je crois que c'était la fois
[01:41:24.960 --> 01:41:25.740]   où on commençait en retard
[01:41:25.740 --> 01:41:26.180]   parce qu'il y avait
[01:41:26.180 --> 01:41:27.360]   une autre personne du jury
[01:41:27.360 --> 01:41:27.960]   qui était en retard
[01:41:27.960 --> 01:41:28.760]   et
[01:41:28.760 --> 01:41:30.380]   Léonore me dit
[01:41:30.380 --> 01:41:31.620]   Sébastien là je cherche
[01:41:31.620 --> 01:41:32.300]   pour quelque chose
[01:41:32.300 --> 01:41:33.500]   un acteur
[01:41:33.500 --> 01:41:33.960]   qui aurait
[01:41:33.960 --> 01:41:34.600]   je sais pas moi
[01:41:34.600 --> 01:41:37.140]   entre 37 et 38 ans
[01:41:37.140 --> 01:41:37.920]   attends PS
[01:41:37.920 --> 01:41:38.980]   c'était un long métrage
[01:41:38.980 --> 01:41:39.500]   à ce moment là
[01:41:39.500 --> 01:41:40.940]   je l'avais pas transformé en cours
[01:41:40.940 --> 01:41:42.840]   et ça parlait
[01:41:42.840 --> 01:41:44.160]   pas tout à fait de ça
[01:41:44.160 --> 01:41:44.620]   mais oui
[01:41:44.620 --> 01:41:45.720]   la requête était la même
[01:41:45.720 --> 01:41:46.400]   mais la requête était
[01:41:46.400 --> 01:41:47.380]   mais la requête
[01:41:47.380 --> 01:41:48.080]   non mais parce que
[01:41:48.080 --> 01:41:48.640]   vas-y continue
[01:41:48.640 --> 01:41:51.160]   un acteur qui a entre 37 et 38 ans
[01:41:51.160 --> 01:41:53.820]   qui jouait de la guitare
[01:41:53.820 --> 01:41:55.260]   PS je savais pas
[01:41:55.260 --> 01:41:55.840]   qu'il jouait de la guitare
[01:41:55.840 --> 01:41:57.720]   et je crois que je me suis même
[01:41:57.720 --> 01:41:58.560]   t'as dit un peu genre
[01:41:58.560 --> 01:41:59.400]   toi tu vois
[01:41:59.400 --> 01:42:00.020]   mais non
[01:42:00.020 --> 01:42:00.980]   je savais pas
[01:42:00.980 --> 01:42:01.900]   que tu jouais de la guitare
[01:42:01.900 --> 01:42:02.580]   mais j'avais dit
[01:42:02.580 --> 01:42:03.660]   quelqu'un qui joue naturel
[01:42:03.660 --> 01:42:04.600]   un peu dans ton style
[01:42:04.600 --> 01:42:04.820]   voilà
[01:42:04.820 --> 01:42:05.660]   exactement
[01:42:05.660 --> 01:42:06.900]   et j'ai fait genre
[01:42:06.900 --> 01:42:07.240]   mais je savais pas
[01:42:07.240 --> 01:42:07.960]   que tu jouais de la guitare
[01:42:07.960 --> 01:42:09.260]   bah comment dire
[01:42:09.260 --> 01:42:09.900]   ça me gêne un peu
[01:42:09.900 --> 01:42:10.620]   que tu me demandes ça
[01:42:10.620 --> 01:42:13.160]   j'ai pensé à Florent Dorin
[01:42:13.160 --> 01:42:13.580]   et
[01:42:13.580 --> 01:42:14.880]   il y a un gros blanc
[01:42:14.880 --> 01:42:16.220]   je dis bah
[01:42:16.220 --> 01:42:16.680]   ouais
[01:42:16.680 --> 01:42:17.760]   sinon il y a
[01:42:17.760 --> 01:42:18.820]   moi je peux le faire
[01:42:18.820 --> 01:42:19.340]   mais bon après
[01:42:19.340 --> 01:42:20.560]   je veux bien faire le casting
[01:42:20.560 --> 01:42:22.180]   de donner la réplique
[01:42:22.180 --> 01:42:22.880]   à la personne
[01:42:22.880 --> 01:42:24.000]   qui me correspond exactement
[01:42:24.000 --> 01:42:25.440]   et espérer qu'elle soit
[01:42:25.440 --> 01:42:26.160]   prise à ma place
[01:42:26.160 --> 01:42:27.940]   et pour ma défense
[01:42:27.940 --> 01:42:28.360]   je veux dire
[01:42:28.360 --> 01:42:28.880]   je ne savais pas
[01:42:28.880 --> 01:42:29.540]   qu'il jouait de la musique
[01:42:29.540 --> 01:42:30.440]   et en plus on partageait
[01:42:30.440 --> 01:42:31.440]   un peu la même histoire
[01:42:31.440 --> 01:42:32.940]   sur le deuil également
[01:42:32.940 --> 01:42:33.360]   en plus
[01:42:33.360 --> 01:42:34.200]   c'est une histoire récente
[01:42:34.200 --> 01:42:35.380]   mais c'était même pas
[01:42:35.380 --> 01:42:36.140]   ça parlait même pas tard
[01:42:36.140 --> 01:42:36.600]   parce que mon père
[01:42:36.600 --> 01:42:37.360]   était même pas mort
[01:42:37.360 --> 01:42:38.360]   il est mort deux jours après
[01:42:38.360 --> 01:42:39.200]   trois jours après
[01:42:39.200 --> 01:42:40.960]   mais j'avais
[01:42:40.960 --> 01:42:42.080]   ça parlait de
[01:42:42.080 --> 01:42:42.960]   au départ
[01:42:42.960 --> 01:42:43.780]   ça parlait vraiment
[01:42:43.780 --> 01:42:44.360]   d'un couple
[01:42:44.360 --> 01:42:45.740]   et d'un truc
[01:42:45.740 --> 01:42:46.480]   où ils étaient vraiment
[01:42:46.480 --> 01:42:47.300]   enfermés dans cette maison
[01:42:47.300 --> 01:42:47.560]   et elle
[01:42:47.560 --> 01:42:48.460]   elle pressentait
[01:42:48.460 --> 01:42:49.180]   que quelque chose
[01:42:49.180 --> 01:42:50.180]   de terrible allait se passer
[01:42:50.180 --> 01:42:52.020]   et ça parlait plus
[01:42:52.020 --> 01:42:53.180]   d'une espèce de fin du monde
[01:42:53.180 --> 01:42:53.780]   qui arrivait
[01:42:53.780 --> 01:42:54.820]   et envoyait des heures miroir
[01:42:54.820 --> 01:42:55.100]   et en fait
[01:42:55.100 --> 01:42:55.740]   j'ai gardé ça
[01:42:55.740 --> 01:42:56.180]   sauf que
[01:42:56.180 --> 01:42:57.320]   la chose terrible
[01:42:57.320 --> 01:42:58.020]   est arrivée
[01:42:58.020 --> 01:42:58.860]   mais c'était
[01:42:58.860 --> 01:42:59.700]   oui c'était
[01:42:59.700 --> 01:43:00.640]   quelques jours avant
[01:43:00.640 --> 01:43:00.980]   bien sûr
[01:43:00.980 --> 01:43:01.840]   ouais c'était
[01:43:01.840 --> 01:43:02.560]   quelques jours avant
[01:43:02.560 --> 01:43:04.240]   et c'est vrai que
[01:43:04.240 --> 01:43:05.200]   pour ma défense
[01:43:05.200 --> 01:43:06.000]   je ne savais pas
[01:43:06.000 --> 01:43:06.600]   que tu jouais à la gare
[01:43:06.600 --> 01:43:07.120]   c'était rigolo
[01:43:07.120 --> 01:43:08.520]   c'était très drôle
[01:43:08.520 --> 01:43:09.160]   mais c'est pas souvent
[01:43:09.160 --> 01:43:10.080]   ce genre de maladresse
[01:43:10.080 --> 01:43:10.720]   dans ces métiers là
[01:43:10.720 --> 01:43:10.960]   et alors attendez
[01:43:10.960 --> 01:43:12.240]   j'ai réécrit entièrement
[01:43:12.240 --> 01:43:12.660]   du coup
[01:43:12.660 --> 01:43:13.620]   et c'est grâce
[01:43:13.620 --> 01:43:14.520]   à cette conversation
[01:43:14.520 --> 01:43:16.780]   que le film est devenu
[01:43:16.780 --> 01:43:17.520]   hippocampe
[01:43:17.520 --> 01:43:18.020]   parce qu'en fait
[01:43:18.020 --> 01:43:19.180]   du coup je suis rentrée
[01:43:19.180 --> 01:43:21.180]   et déjà j'ai dit
[01:43:21.180 --> 01:43:21.900]   ok ça va devenir
[01:43:21.900 --> 01:43:22.540]   un court métrage
[01:43:22.540 --> 01:43:23.100]   parce que sinon
[01:43:23.100 --> 01:43:23.740]   on le fera jamais
[01:43:23.740 --> 01:43:24.380]   enfin on va le faire
[01:43:24.380 --> 01:43:24.980]   dans quatre ans
[01:43:24.980 --> 01:43:25.740]   et
[01:43:25.740 --> 01:43:26.940]   et c'est Sébastien
[01:43:26.940 --> 01:43:28.460]   Sébastien et Noé
[01:43:28.460 --> 01:43:29.360]   et à partir de là
[01:43:29.360 --> 01:43:30.060]   et bah ça a coulé
[01:43:30.060 --> 01:43:30.600]   l'histoire elle a
[01:43:30.600 --> 01:43:31.320]   complètement changé
[01:43:31.320 --> 01:43:32.180]   non mais voilà
[01:43:32.180 --> 01:43:32.640]   hippocampe
[01:43:32.640 --> 01:43:33.200]   je suis désolé
[01:43:33.200 --> 01:43:33.680]   c'est un peu nul
[01:43:33.680 --> 01:43:34.220]   parce qu'on sait pas
[01:43:34.220 --> 01:43:35.000]   si c'est encore en ligne
[01:43:35.000 --> 01:43:36.140]   mais si jamais ça l'est
[01:43:36.140 --> 01:43:37.040]   vraiment hésitez pas
[01:43:37.040 --> 01:43:37.440]   à y aller
[01:43:37.440 --> 01:43:38.100]   de toute façon
[01:43:38.100 --> 01:43:38.780]   je mettrai le lien
[01:43:38.780 --> 01:43:39.360]   dans la description
[01:43:39.360 --> 01:43:39.960]   si c'est le cas
[01:43:39.960 --> 01:43:40.560]   et sinon de toute façon
[01:43:40.560 --> 01:43:41.180]   ça arrive dans les jours
[01:43:41.180 --> 01:43:41.380]   qui viennent
[01:43:41.380 --> 01:43:42.860]   et sur les réseaux sociaux
[01:43:42.860 --> 01:43:43.780]   on en reparlera évidemment
[01:43:43.780 --> 01:43:44.420]   pour que les gens
[01:43:44.420 --> 01:43:45.380]   aillent voir évidemment
[01:43:45.380 --> 01:43:45.780]   mais de toute façon
[01:43:45.780 --> 01:43:46.280]   les gens qui écoutent
[01:43:46.280 --> 01:43:46.700]   le Floatcast
[01:43:46.700 --> 01:43:47.800]   connaissent ton travail
[01:43:47.800 --> 01:43:49.560]   ils nous ont beaucoup
[01:43:49.560 --> 01:43:50.460]   parlé de Fantasme aussi
[01:43:50.460 --> 01:43:51.240]   vu qu'Adrien joue dedans
[01:43:51.240 --> 01:43:52.180]   on avait reçu plein de questions
[01:43:52.180 --> 01:43:53.500]   voilà c'est des gens
[01:43:53.500 --> 01:43:53.980]   mais ce qui me fait
[01:43:53.980 --> 01:43:54.560]   un tout petit peu peur
[01:43:54.560 --> 01:43:55.140]   c'est que les gens
[01:43:55.140 --> 01:43:56.420]   c'est génial
[01:43:56.420 --> 01:43:57.460]   les gens ils ont aimé Fantasme
[01:43:57.460 --> 01:43:58.420]   et ils s'attendent vraiment
[01:43:58.420 --> 01:43:59.640]   à Fantasme 2
[01:43:59.640 --> 01:44:00.800]   en fait tous les messages
[01:44:00.800 --> 01:44:01.460]   que je reçois
[01:44:01.460 --> 01:44:02.080]   c'est oh là là
[01:44:02.080 --> 01:44:03.820]   j'ai tellement aimé Fantasme
[01:44:03.820 --> 01:44:04.640]   du coup j'ai trop hâte
[01:44:04.640 --> 01:44:06.000]   mais je sais pas
[01:44:06.000 --> 01:44:07.180]   si c'est la même cam
[01:44:07.180 --> 01:44:07.840]   c'est la parade
[01:44:07.840 --> 01:44:08.660]   de la filmographie
[01:44:08.660 --> 01:44:10.040]   tu continues ton chemin
[01:44:10.040 --> 01:44:10.620]   tu vas voir
[01:44:10.620 --> 01:44:11.360]   peut-être des nouveaux
[01:44:11.360 --> 01:44:11.880]   vont arriver
[01:44:11.880 --> 01:44:13.120]   peut-être certains vont partir
[01:44:13.120 --> 01:44:13.680]   peut-être
[01:44:13.680 --> 01:44:14.560]   peu importe
[01:44:14.560 --> 01:44:15.600]   tant que c'est sincère
[01:44:15.600 --> 01:44:17.060]   ma pauvre Eleonore
[01:44:17.060 --> 01:44:17.800]   tant que c'est sincère
[01:44:17.800 --> 01:44:19.060]   c'est quand même la base
[01:44:19.060 --> 01:44:19.500]   oh là là
[01:44:19.500 --> 01:44:20.260]   la ronronnée
[01:44:20.260 --> 01:44:21.520]   donc oui
[01:44:21.520 --> 01:44:22.700]   tes recommandations culturelles
[01:44:22.700 --> 01:44:23.120]   Sébastien
[01:44:23.120 --> 01:44:25.040]   mes recommandations culturelles
[01:44:25.040 --> 01:44:25.460]   il y en a deux
[01:44:25.460 --> 01:44:26.380]   qui se rapprochent
[01:44:26.380 --> 01:44:27.360]   c'est alors
[01:44:27.360 --> 01:44:28.740]   un truc qui date
[01:44:28.740 --> 01:44:29.680]   complètement
[01:44:29.680 --> 01:44:30.820]   qui date de la fin des années 80
[01:44:30.820 --> 01:44:32.400]   c'est les microfilms
[01:44:32.400 --> 01:44:33.220]   l'émission microfilms
[01:44:33.220 --> 01:44:33.920]   de Serge Danet
[01:44:33.920 --> 01:44:35.040]   moi j'ai déjà écouté
[01:44:35.040 --> 01:44:36.320]   qui est disponible sur 10h
[01:44:36.320 --> 01:44:37.140]   je te les avais envoyés
[01:44:37.140 --> 01:44:38.100]   non je t'avais pas envoyé
[01:44:38.100 --> 01:44:38.560]   ah oui c'est ça
[01:44:38.560 --> 01:44:38.940]   je t'avais envoyé
[01:44:38.940 --> 01:44:39.380]   les quelques chansons
[01:44:39.380 --> 01:44:40.140]   à la Kerman je crois
[01:44:40.140 --> 01:44:41.340]   moi j'ai écouté une avec
[01:44:41.340 --> 01:44:42.280]   Godard peut-être
[01:44:42.280 --> 01:44:43.340]   que j'ai trouvé ça incroyable
[01:44:43.340 --> 01:44:44.840]   et d'une modernité
[01:44:44.840 --> 01:44:46.240]   comment ça va Jean-Luc Godard
[01:44:46.240 --> 01:44:46.700]   c'est celle-là
[01:44:46.700 --> 01:44:47.600]   ouais mais incroyable
[01:44:47.600 --> 01:44:48.200]   celui-ci
[01:44:48.200 --> 01:44:49.460]   tu l'écoutes
[01:44:49.460 --> 01:44:50.000]   et je l'écoutais
[01:44:50.000 --> 01:44:50.800]   avec ma mère dans la voiture
[01:44:50.800 --> 01:44:51.100]   elle me disait
[01:44:51.100 --> 01:44:51.540]   mais attends
[01:44:51.540 --> 01:44:53.080]   ça date de quand ça
[01:44:53.080 --> 01:44:55.040]   fin 80
[01:44:55.040 --> 01:44:56.540]   on a halluciné
[01:44:56.540 --> 01:44:57.840]   il parle de TikTok
[01:44:57.840 --> 01:44:58.220]   dedans
[01:44:58.220 --> 01:44:59.720]   mais je te jure
[01:44:59.720 --> 01:45:00.800]   alors non
[01:45:00.800 --> 01:45:01.260]   blague à part
[01:45:01.260 --> 01:45:01.680]   il y a une vidéo
[01:45:01.680 --> 01:45:02.040]   qui s'appelle
[01:45:02.040 --> 01:45:02.960]   Dame Danet
[01:45:02.960 --> 01:45:03.460]   mais qui est difficile
[01:45:03.460 --> 01:45:04.260]   à trouver sur Youtube
[01:45:04.260 --> 01:45:05.040]   parce que Dame
[01:45:05.040 --> 01:45:05.800]   est écrite bizarrement
[01:45:05.800 --> 01:45:06.940]   où Serge Danet
[01:45:06.940 --> 01:45:07.400]   parle justement
[01:45:07.400 --> 01:45:08.100]   de la communication
[01:45:08.100 --> 01:45:08.920]   au cinéma déjà
[01:45:08.920 --> 01:45:10.260]   il dit la communication
[01:45:10.260 --> 01:45:11.280]   soit en
[01:45:11.280 --> 01:45:12.220]   en fond
[01:45:12.220 --> 01:45:12.800]   montre des choses
[01:45:12.800 --> 01:45:13.860]   que ça communique mal
[01:45:13.860 --> 01:45:14.660]   et c'est ça qui est intéressant
[01:45:14.660 --> 01:45:15.640]   soit ça communique
[01:45:15.640 --> 01:45:16.380]   mais ce que ça dit
[01:45:16.380 --> 01:45:17.200]   n'est pas du tout intéressant
[01:45:17.200 --> 01:45:18.040]   et donc c'est obscène
[01:45:18.040 --> 01:45:19.460]   et c'est son obsession
[01:45:19.460 --> 01:45:20.060]   Serge Danet
[01:45:20.060 --> 01:45:20.640]   il en a plusieurs
[01:45:20.640 --> 01:45:21.860]   c'était un critique de cinéma
[01:45:21.860 --> 01:45:22.420]   à décailler
[01:45:22.420 --> 01:45:23.400]   à Libération
[01:45:23.400 --> 01:45:23.700]   etc
[01:45:23.700 --> 01:45:24.980]   qui a écrit beaucoup de recueils
[01:45:24.980 --> 01:45:27.540]   et qui a écrit beaucoup de critiques
[01:45:27.540 --> 01:45:28.800]   et qui a fait quelques émissions
[01:45:28.800 --> 01:45:29.700]   que je vous conseille vraiment
[01:45:29.700 --> 01:45:30.560]   en faisant le sport
[01:45:30.560 --> 01:45:31.260]   en faisant de la voiture
[01:45:31.260 --> 01:45:31.560]   etc
[01:45:31.560 --> 01:45:32.760]   parce qu'effectivement
[01:45:32.760 --> 01:45:33.760]   il a une grille analytique
[01:45:33.760 --> 01:45:34.380]   qu'on a perdue
[01:45:34.380 --> 01:45:35.940]   sur la cinéphilie
[01:45:35.940 --> 01:45:37.200]   et il a une obsession
[01:45:37.200 --> 01:45:38.000]   sur la communication
[01:45:38.000 --> 01:45:39.060]   et il parle déjà
[01:45:39.060 --> 01:45:39.780]   du fait que
[01:45:39.780 --> 01:45:40.340]   la télé
[01:45:40.340 --> 01:45:41.340]   c'est plus très intéressant
[01:45:41.340 --> 01:45:42.260]   là il y a le Minitel
[01:45:42.260 --> 01:45:42.780]   qui arrive
[01:45:42.780 --> 01:45:44.220]   là il se passe des choses
[01:45:44.220 --> 01:45:45.060]   beaucoup plus intéressantes
[01:45:45.060 --> 01:45:45.780]   parce que ça connecte
[01:45:45.780 --> 01:45:46.380]   les gens entre eux
[01:45:46.380 --> 01:45:47.540]   parce que ça met les gens
[01:45:47.540 --> 01:45:48.140]   dans le territoire
